claim_group_id,task_id,subject,group_kind,label,claim_count,agent_count,ess,q_bar,independence,core_trust,consensus_score,raw_score,challenge_approve,high_risk_action,high_risk_constraint_pass,decision,agent_weights,conflicts_with
G_T_0003_risk_malicious,T_0003,10.9.21.49,risk,malicious,4,4,0.48046,0.6559,0.621333,91.0,0.198771,0.143115,0,False,True,rejected,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0715}, {""agent_id"": ""A_POISON_005"", ""base"": 0.5208, ""bss"": 0.269375, ""weight"": 0.0745}, {""agent_id"": ""A_COMM_004"", ""base"": 0.84, ""bss"": 0.357333, ""weight"": 0.1057}, {""agent_id"": ""A_WATCH_004"", ""base"": 0.7488, ""bss"": 0.013556, ""weight"": 0.1446}]","[""G_T_0003_risk_benign""]"
G_T_0004_action_benign,T_0004,10.12.28.62,action,benign,1,1,0.858886,0.90695,0.904,98.0,0.978036,0.704186,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.6219}]","[""G_T_0004_action_malicious""]"
G_T_0004_risk_benign,T_0004,10.12.28.62,risk,benign,4,4,0.782471,0.808667,0.772333,98.0,0.678087,0.488223,1,False,True,challenged,"[{""agent_id"": ""A_N_025"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.4203}, {""agent_id"": ""A_N_026"", ""base"": 0.9579, ""bss"": 0.0, ""weight"": 0.4681}, {""agent_id"": ""A_N_028"", ""base"": 1.026, ""bss"": 0.0, ""weight"": 0.5014}, {""agent_id"": ""A_WATCH_001"", ""base"": 0.6384, ""bss"": 0.005333, ""weight"": 0.3103}]","[""G_T_0004_risk_malicious""]"
G_T_0004_risk_malicious,T_0004,10.12.28.62,risk,malicious,2,2,0.75126,0.4801,0.5095,64.0,0.157205,0.113188,0,False,True,rejected,"[{""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0637}, {""agent_id"": ""A_POISON_006"", ""base"": 0.672, ""bss"": 0.304375, ""weight"": 0.0859}]","[""G_T_0004_risk_benign""]"
G_T_0005_action_malicious,T_0005,10.15.35.75,action,malicious,1,1,0.903909,0.8966,0.846,90.0,0.952273,0.685637,1,True,True,accepted,"[{""agent_id"": ""A_N_003"", ""base"": 0.8736, ""bss"": 0.0, ""weight"": 0.599}]","[""G_T_0005_action_benign""]"
G_T_0005_risk_malicious,T_0005,10.15.35.75,risk,malicious,3,3,0.90397,0.8966,0.846,90.0,0.952337,0.685682,1,False,True,accepted,"[{""agent_id"": ""A_N_031"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.5897}, {""agent_id"": ""A_N_032"", ""base"": 0.9991, ""bss"": 0.0, ""weight"": 0.6851}, {""agent_id"": ""A_N_004"", ""base"": 1.0044, ""bss"": 0.0, ""weight"": 0.6887}]","[""G_T_0005_risk_benign""]"
G_T_0005_risk_benign,T_0005,10.15.35.75,risk,benign,5,5,0.587784,0.6098,0.633,88.0,0.208804,0.150339,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.0816}, {""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0829}, {""agent_id"": ""A_BYZ_007"", ""base"": 0.44, ""bss"": 0.4545, ""weight"": 0.0545}, {""agent_id"": ""A_COMM_002"", ""base"": 0.87, ""bss"": 0.341667, ""weight"": 0.1299}, {""agent_id"": ""A_WATCH_002"", ""base"": 0.6624, ""bss"": 0.008067, ""weight"": 0.1491}]","[""G_T_0005_risk_malicious""]"
G_T_0006_action_benign,T_0006,10.18.42.88,action,benign,1,1,0.851568,0.8949,0.852,90.0,0.901781,0.649282,1,False,True,accepted,"[{""agent_id"": ""A_N_009"", ""base"": 0.8448, ""bss"": 0.0, ""weight"": 0.5485}]","[""G_T_0006_action_malicious""]"
G_T_0006_risk_benign,T_0006,10.18.42.88,risk,benign,4,4,0.758142,0.8277,0.735667,90.0,0.640504,0.461163,1,False,True,challenged,"[{""agent_id"": ""A_N_001"", ""base"": 0.93, ""bss"": 0.0, ""weight"": 0.4293}, {""agent_id"": ""A_N_002"", ""base"": 0.8858, ""bss"": 0.0, ""weight"": 0.4089}, {""agent_id"": ""A_N_010"", ""base"": 0.972, ""bss"": 0.0, ""weight"": 0.4487}, {""agent_id"": ""A_WATCH_003"", ""base"": 0.672, ""bss"": 0.005333, ""weight"": 0.3086}]","[""G_T_0006_risk_malicious""]"
G_T_0006_risk_malicious,T_0006,10.18.42.88,risk,malicious,2,2,0.679873,0.53635,0.4465,69.0,0.12293,0.08851,0,False,True,rejected,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0595}, {""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0565}]","[""G_T_0006_risk_benign""]"
G_T_0007_action_malicious,T_0007,10.21.49.101,action,malicious,1,1,0.908071,0.89355,0.862,91.0,0.971434,0.699433,1,True,True,accepted,"[{""agent_id"": ""A_N_015"", ""base"": 0.8544, ""bss"": 0.0, ""weight"": 0.5976}]","[""G_T_0007_action_benign""]"
G_T_0007_risk_malicious,T_0007,10.21.49.101,risk,malicious,3,3,0.908024,0.89355,0.862,91.0,0.971384,0.699396,1,False,True,accepted,"[{""agent_id"": ""A_N_007"", ""base"": 0.92, ""bss"": 0.0, ""weight"": 0.6434}, {""agent_id"": ""A_N_008"", ""base"": 0.9888, ""bss"": 0.0, ""weight"": 0.6916}, {""agent_id"": ""A_N_016"", ""base"": 0.972, ""bss"": 0.0, ""weight"": 0.6798}]","[""G_T_0007_risk_benign""]"
G_T_0007_risk_benign,T_0007,10.21.49.101,risk,benign,5,5,0.523587,0.6434,0.618667,91.0,0.202506,0.145804,0,False,True,rejected,"[{""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0723}, {""agent_id"": ""A_POISON_003"", ""base"": 0.7931, ""bss"": 0.2875, ""weight"": 0.1178}, {""agent_id"": ""A_BYZ_003"", ""base"": 0.43, ""bss"": 0.46155, ""weight"": 0.0483}, {""agent_id"": ""A_COMM_004"", ""base"": 0.84, ""bss"": 0.357333, ""weight"": 0.1125}, {""agent_id"": ""A_WATCH_004"", ""base"": 0.7488, ""bss"": 0.013556, ""weight"": 0.1539}]","[""G_T_0007_risk_malicious""]"
G_T_0008_action_benign,T_0008,10.24.56.114,action,benign,1,1,0.862448,0.8821,0.887,84.0,0.937221,0.674799,1,False,True,accepted,"[{""agent_id"": ""A_N_021"", ""base"": 0.8736, ""bss"": 0.0, ""weight"": 0.5895}]","[""G_T_0008_action_malicious""]"
G_T_0008_risk_benign,T_0008,10.24.56.114,risk,benign,4,4,0.775362,0.776,0.749,84.0,0.625287,0.450206,1,False,True,challenged,"[{""agent_id"": ""A_N_013"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.3876}, {""agent_id"": ""A_N_014"", ""base"": 0.8858, ""bss"": 0.0, ""weight"": 0.3992}, {""agent_id"": ""A_N_022"", ""base"": 1.0044, ""bss"": 0.0, ""weight"": 0.4526}, {""agent_id"": ""A_WATCH_001"", ""base"": 0.6384, ""bss"": 0.005333, ""weight"": 0.2862}]","[""G_T_0008_risk_malicious""]"
G_T_0008_risk_malicious,T_0008,10.24.56.114,risk,malicious,2,1,0.752449,0.41435,0.4905,55.0,0.11235,0.080892,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.055}, {""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.055}]","[""G_T_0008_risk_benign""]"
G_T_0009_action_benign,T_0009,10.27.63.127,action,benign,1,1,0.868337,0.90895,0.8005,95.0,0.877521,0.631815,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.558}]","[""G_T_0009_action_malicious""]"
G_T_0009_action_malicious,T_0009,10.27.63.127,action,malicious,1,1,0.829,0.3848,0.416,35.0,0.09598,0.069105,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_004"", ""base"": 0.5472, ""bss"": 0.47925, ""weight"": 0.0378}]","[""G_T_0009_action_benign""]"
G_T_0009_risk_benign,T_0009,10.27.63.127,risk,benign,3,3,0.869112,0.90895,0.8005,95.0,0.878304,0.632379,1,False,True,accepted,"[{""agent_id"": ""A_N_019"", ""base"": 0.94, ""bss"": 0.0, ""weight"": 0.5944}, {""agent_id"": ""A_N_020"", ""base"": 0.9682, ""bss"": 0.0, ""weight"": 0.6123}, {""agent_id"": ""A_N_028"", ""base"": 1.026, ""bss"": 0.0, ""weight"": 0.6488}]","[""G_T_0009_risk_malicious""]"
G_T_0009_risk_malicious,T_0009,10.27.63.127,risk,malicious,4,4,0.572337,0.653933,0.592,95.0,0.22408,0.161338,0,False,True,rejected,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0809}, {""agent_id"": ""A_POISON_005"", ""base"": 0.5208, ""bss"": 0.269375, ""weight"": 0.0843}, {""agent_id"": ""A_COMM_002"", ""base"": 0.87, ""bss"": 0.341667, ""weight"": 0.1269}, {""agent_id"": ""A_WATCH_002"", ""base"": 0.6624, ""bss"": 0.008067, ""weight"": 0.1456}]","[""G_T_0009_risk_benign""]"
G_T_0010_action_malicious,T_0010,10.30.70.140,action,malicious,1,1,0.895692,0.87185,0.899,94.0,0.975052,0.702037,1,True,True,accepted,"[{""agent_id"": ""A_N_003"", ""base"": 0.8736, ""bss"": 0.0, ""weight"": 0.6133}]","[""G_T_0010_action_benign""]"
G_T_0010_risk_malicious,T_0010,10.30.70.140,risk,malicious,4,4,0.810173,0.801933,0.795333,94.0,0.716947,0.516202,1,False,True,challenged,"[{""agent_id"": ""A_N_025"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.4444}, {""agent_id"": ""A_N_026"", ""base"": 0.9579, ""bss"": 0.0, ""weight"": 0.495}, {""agent_id"": ""A_N_004"", ""base"": 1.0044, ""bss"": 0.0, ""weight"": 0.519}, {""agent_id"": ""A_WATCH_003"", ""base"": 0.672, ""bss"": 0.005333, ""weight"": 0.3454}]","[""G_T_0010_risk_benign""]"
G_T_0010_risk_benign,T_0010,10.30.70.140,risk,benign,2,2,0.631261,0.47875,0.522,60.0,0.134955,0.097167,0,False,True,rejected,"[{""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0547}, {""agent_id"": ""A_POISON_006"", ""base"": 0.672, ""bss"": 0.304375, ""weight"": 0.0737}]","[""G_T_0010_risk_malicious""]"
G_T_0011_action_benign,T_0011,10.33.77.153,action,benign,1,1,0.861428,0.8872,0.836,91.0,0.88739,0.638921,1,False,True,accepted,"[{""agent_id"": ""A_N_009"", ""base"": 0.8448, ""bss"": 0.0, ""weight"": 0.5398}]","[""G_T_0011_action_malicious""]"
G_T_0011_action_malicious,T_0011,10.33.77.153,action,malicious,1,1,0.659,0.3705,0.283,33.0,0.050245,0.036177,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_002"", ""base"": 0.528, ""bss"": 0.476437, ""weight"": 0.0191}]","[""G_T_0011_action_benign""]"
G_T_0011_risk_benign,T_0011,10.33.77.153,risk,benign,3,3,0.861476,0.8872,0.836,91.0,0.887439,0.638956,1,False,True,accepted,"[{""agent_id"": ""A_N_031"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.5495}, {""agent_id"": ""A_N_032"", ""base"": 0.9991, ""bss"": 0.0, ""weight"": 0.6384}, {""agent_id"": ""A_N_010"", ""base"": 0.972, ""bss"": 0.0, ""weight"": 0.6211}]","[""G_T_0011_risk_malicious""]"
G_T_0011_risk_malicious,T_0011,10.33.77.153,risk,malicious,5,5,0.556938,0.627267,0.557,91.0,0.179987,0.12959,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.07}, {""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0711}, {""agent_id"": ""A_BYZ_007"", ""base"": 0.44, ""bss"": 0.4545, ""weight"": 0.0467}, {""agent_id"": ""A_COMM_004"", ""base"": 0.84, ""bss"": 0.357333, ""weight"": 0.105}, {""agent_id"": ""A_WATCH_004"", ""base"": 0.7488, ""bss"": 0.013556, ""weight"": 0.1437}]","[""G_T_0011_risk_benign""]"
G_T_0012_action_malicious,T_0012,10.36.84.166,action,malicious,1,1,0.91673,0.8932,0.8195,98.0,0.93198,0.671026,1,True,True,accepted,"[{""agent_id"": ""A_N_015"", ""base"": 0.8544, ""bss"": 0.0, ""weight"": 0.5733}]","[""G_T_0012_action_benign""]"
G_T_0012_risk_malicious,T_0012,10.36.84.166,risk,malicious,4,4,0.831433,0.789533,0.705667,98.0,0.642736,0.46277,1,False,True,challenged,"[{""agent_id"": ""A_N_001"", ""base"": 0.93, ""bss"": 0.0, ""weight"": 0.4308}, {""agent_id"": ""A_N_002"", ""base"": 0.8858, ""bss"": 0.0, ""weight"": 0.4103}, {""agent_id"": ""A_N_016"", ""base"": 0.972, ""bss"": 0.0, ""weight"": 0.4503}, {""agent_id"": ""A_WATCH_001"", ""base"": 0.6384, ""bss"": 0.005333, ""weight"": 0.2941}]","[""G_T_0012_risk_benign""]"
G_T_0012_risk_benign,T_0012,10.36.84.166,risk,benign,2,2,0.634275,0.4347,0.456,59.0,0.094928,0.068348,0,False,True,rejected,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0459}, {""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0436}]","[""G_T_0012_risk_malicious""]"
G_T_0013_action_benign,T_0013,10.39.91.179,action,benign,1,1,0.877208,0.86965,0.8885,87.0,0.941396,0.677805,1,False,True,accepted,"[{""agent_id"": ""A_N_021"", ""base"": 0.8736, ""bss"": 0.0, ""weight"": 0.5921}]","[""G_T_0013_action_malicious""]"
G_T_0013_action_malicious,T_0013,10.39.91.179,action,malicious,1,1,0.79,0.3498,0.448,21.0,0.089638,0.064539,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_008"", ""base"": 0.432, ""bss"": 0.478687, ""weight"": 0.0279}]","[""G_T_0013_action_benign""]"
G_T_0013_risk_benign,T_0013,10.39.91.179,risk,benign,3,3,0.876736,0.86965,0.8885,87.0,0.940889,0.67744,1,False,True,accepted,"[{""agent_id"": ""A_N_007"", ""base"": 0.92, ""bss"": 0.0, ""weight"": 0.6232}, {""agent_id"": ""A_N_008"", ""base"": 0.9888, ""bss"": 0.0, ""weight"": 0.6699}, {""agent_id"": ""A_N_022"", ""base"": 1.0044, ""bss"": 0.0, ""weight"": 0.6804}]","[""G_T_0013_risk_malicious""]"
G_T_0013_risk_malicious,T_0013,10.39.91.179,risk,malicious,5,5,0.571859,0.6386,0.64,87.0,0.226216,0.162876,0,False,True,rejected,"[{""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0811}, {""agent_id"": ""A_POISON_003"", ""base"": 0.7931, ""bss"": 0.2875, ""weight"": 0.1321}, {""agent_id"": ""A_BYZ_003"", ""base"": 0.43, ""bss"": 0.46155, ""weight"": 0.0541}, {""agent_id"": ""A_COMM_002"", ""base"": 0.87, ""bss"": 0.341667, ""weight"": 0.1339}, {""agent_id"": ""A_WATCH_002"", ""base"": 0.6624, ""bss"": 0.008067, ""weight"": 0.1536}]","[""G_T_0013_risk_benign""]"
G_T_0014_action_benign,T_0014,10.42.98.192,action,benign,1,1,0.92814,0.9114,0.8585,96.0,1.0,0.726211,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.6414}]","[""G_T_0014_action_malicious""]"
G_T_0014_risk_benign,T_0014,10.42.98.192,risk,benign,4,4,0.818535,0.8209,0.767333,96.0,0.715364,0.515062,1,False,True,challenged,"[{""agent_id"": ""A_N_013"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.4434}, {""agent_id"": ""A_N_014"", ""base"": 0.8858, ""bss"": 0.0, ""weight"": 0.4567}, {""agent_id"": ""A_N_028"", ""base"": 1.026, ""bss"": 0.0, ""weight"": 0.529}, {""agent_id"": ""A_WATCH_003"", ""base"": 0.672, ""bss"": 0.005333, ""weight"": 0.3446}]","[""G_T_0014_risk_malicious""]"
G_T_0014_risk_malicious,T_0014,10.42.98.192,risk,malicious,2,1,0.664224,0.4851,0.526,63.0,0.124515,0.089651,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.061}, {""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.061}]","[""G_T_0014_risk_benign""]"
G_T_0015_action_malicious,T_0015,10.45.105.205,action,malicious,1,1,0.88065,0.88125,0.8775,87.0,0.945839,0.681004,1,True,True,accepted,"[{""agent_id"": ""A_N_003"", ""base"": 0.8736, ""bss"": 0.0, ""weight"": 0.5949}]","[""G_T_0015_action_benign""]"
G_T_0015_risk_malicious,T_0015,10.45.105.205,risk,malicious,3,3,0.880883,0.88125,0.8775,87.0,0.946089,0.681184,1,False,True,accepted,"[{""agent_id"": ""A_N_019"", ""base"": 0.94, ""bss"": 0.0, ""weight"": 0.6403}, {""agent_id"": ""A_N_020"", ""base"": 0.9682, ""bss"": 0.0, ""weight"": 0.6595}, {""agent_id"": ""A_N_004"", ""base"": 1.0044, ""bss"": 0.0, ""weight"": 0.6842}]","[""G_T_0015_risk_benign""]"
G_T_0015_risk_benign,T_0015,10.45.105.205,risk,benign,4,4,0.473336,0.592767,0.629,87.0,0.179158,0.128994,0,False,True,rejected,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0645}, {""agent_id"": ""A_POISON_005"", ""base"": 0.5208, ""bss"": 0.269375, ""weight"": 0.0672}, {""agent_id"": ""A_COMM_004"", ""base"": 0.84, ""bss"": 0.357333, ""weight"": 0.0953}, {""agent_id"": ""A_WATCH_004"", ""base"": 0.7488, ""bss"": 0.013556, ""weight"": 0.1304}]","[""G_T_0015_risk_malicious""]"
G_T_0016_action_benign,T_0016,10.48.112.218,action,benign,1,1,0.879349,0.8805,0.862,92.0,0.926969,0.667418,1,False,True,accepted,"[{""agent_id"": ""A_N_009"", ""base"": 0.8448, ""bss"": 0.0, ""weight"": 0.5638}]","[""G_T_0016_action_malicious""]"
G_T_0016_risk_benign,T_0016,10.48.112.218,risk,benign,4,4,0.790837,0.786267,0.739333,92.0,0.637872,0.459268,1,False,True,challenged,"[{""agent_id"": ""A_N_025"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.3954}, {""agent_id"": ""A_N_026"", ""base"": 0.9579, ""bss"": 0.0, ""weight"": 0.4404}, {""agent_id"": ""A_N_010"", ""base"": 0.972, ""bss"": 0.0, ""weight"": 0.4469}, {""agent_id"": ""A_WATCH_001"", ""base"": 0.6384, ""bss"": 0.005333, ""weight"": 0.2919}]","[""G_T_0016_risk_malicious""]"
G_T_0016_risk_malicious,T_0016,10.48.112.218,risk,malicious,2,2,0.73241,0.4841,0.4535,59.0,0.137552,0.099038,0,False,True,rejected,"[{""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0558}, {""agent_id"": ""A_POISON_006"", ""base"": 0.672, ""bss"": 0.304375, ""weight"": 0.0752}]","[""G_T_0016_risk_benign""]"
G_T_0017_action_malicious,T_0017,10.51.119.231,action,malicious,1,1,0.862114,0.88595,0.9305,83.0,0.987093,0.710707,1,True,True,accepted,"[{""agent_id"": ""A_N_015"", ""base"": 0.8544, ""bss"": 0.0, ""weight"": 0.6072}]","[""G_T_0017_action_benign""]"
G_T_0017_action_benign,T_0017,10.51.119.231,action,benign,1,1,0.841,0.367,0.489,40.0,0.109751,0.079021,0,False,True,rejected,"[{""agent_id"": ""A_BYZ_002"", ""base"": 0.528, ""bss"": 0.476437, ""weight"": 0.0417}]","[""G_T_0017_action_malicious""]"
G_T_0017_risk_malicious,T_0017,10.51.119.231,risk,malicious,3,3,0.862038,0.88595,0.9305,83.0,0.987005,0.710644,1,False,True,accepted,"[{""agent_id"": ""A_N_031"", ""base"": 0.86, ""bss"": 0.0, ""weight"": 0.6112}, {""agent_id"": ""A_N_032"", ""base"": 0.9991, ""bss"": 0.0, ""weight"": 0.71}, {""agent_id"": ""A_N_016"", ""base"": 0.972, ""bss"": 0.0, ""weight"": 0.6907}]","[""G_T_0017_risk_benign""]"
G_T_0017_risk_benign,T_0017,10.51.119.231,risk,benign,4,4,0.554158,0.637133,0.697,83.0,0.232611,0.16748,0,False,True,rejected,"[{""agent_id"": ""A_POISON_004"", ""base"": 0.68, ""bss"": 0.471042, ""weight"": 0.0885}, {""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0899}, {""agent_id"": ""A_COMM_002"", ""base"": 0.87, ""bss"": 0.341667, ""weight"": 0.1409}, {""agent_id"": ""A_WATCH_002"", ""base"": 0.6624, ""bss"": 0.008067, ""weight"": 0.1617}]","[""G_T_0017_risk_malicious""]"
G_T_0018_action_benign,T_0018,10.54.126.244,action,benign,1,1,0.85336,0.9151,0.867,93.0,0.940346,0.677049,1,False,True,accepted,"[{""agent_id"": ""A_N_021"", ""base"": 0.8736, ""bss"": 0.0, ""weight"": 0.5915}]","[""G_T_0018_action_malicious""]"
G_T_0018_risk_benign,T_0018,10.54.126.244,risk,benign,4,4,0.75784,0.824767,0.759667,93.0,0.6588,0.474336,1,False,True,challenged,"[{""agent_id"": ""A_N_001"", ""base"": 0.93, ""bss"": 0.0, ""weight"": 0.4416}, {""agent_id"": ""A_N_002"", ""base"": 0.8858, ""bss"": 0.0, ""weight"": 0.4206}, {""agent_id"": ""A_N_022"", ""base"": 1.0044, ""bss"": 0.0, ""weight"": 0.4769}, {""agent_id"": ""A_WATCH_003"", ""base"": 0.672, ""bss"": 0.005333, ""weight"": 0.3174}]","[""G_T_0018_risk_malicious""]"
G_T_0018_risk_malicious,T_0018,10.54.126.244,risk,malicious,2,2,0.751032,0.4936,0.491,63.0,0.137428,0.098949,0,False,True,rejected,"[{""agent_id"": ""A_POISON_001"", ""base"": 0.66, ""bss"": 0.446458, ""weight"": 0.0665}, {""agent_id"": ""A_POISON_002"", ""base"": 0.65, ""bss"": 0.466458, ""weight"": 0.0631}]","[""G_T_0018_risk_benign""]"
G_T_0019_action_benign,T_0019,10.57.133.17,action,benign,1,1,0.844524,0.8802,0.842,95.0,0.869306,0.625901,1,False,True,accepted,"[{""agent_id"": ""A_N_027"", ""base"": 0.8832, ""bss"": 0.0, ""weight"": 0.5528}]","[""G_T_0019_action_malicious""]"
G_T_0019_action_malicious,T_0019,10.57.133.17,action,malicious,1,1,0.798,0.3781,0.401,46.0,0.087603,0.063074,0,True,False,rejected,"[{""agent_id"": ""A_BYZ_008"", ""base"": 0.432, ""bss"": 0.478687, ""weight"": 0.0272}]","[""G_T_0019_action_benign""]"
